Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf2_enddate,date_dmy,Quand cet épisode précédent s'est-il terminé ?,,date_dmy,,today,,[medic_previnf2]='1',,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode d'infection précédent par le même agent pathogène a pris fin.","Indiquez la date exacte au format JJ/MM/AAAA ou, si elle n'est pas connue, une date approximative à laquelle l'infection précédente par le même agent pathogène a pris fin.",,,,,,1.0,,,,,,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3,radio,Le patient a-t-il déjà eu une ou plusieurs infections avant la dernière infection signalée par cet agent pathogène ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Défini comme un diagnostic antérieur du même agent pathogène dans un épisode clinique avant la dernière infection signalée.,Indiquez « Oui » si le patient a déjà eu une infection par le même agent pathogène lors d'un épisode clinique avant la dernière infection signalée.,,,,,,1.0,,,,,,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3_adm,radio,Le patient a-t-il déjà été hospitalisé lors d'un épisode précédent de la même infection ?,"1, Oui - admis à l'hôpital ou en soins intensifs | 0, Non | 99, Inconnu",,,,,[medic_previnf3] = '1',,Il s'agit des antécédents d'infection du patient par le même agent pathogène et de l'hospitalisation ou de l'admission en soins intensifs du patient.,Indiquez « Oui » si le patient a été admis à l'hôpital ou en soins intensifs pour une infection par le même agent pathogène lors d'un épisode clinique avant la dernière infection signalée.,,,,,,1.0,,,,,,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3_startdate,date_dmy,Quand cet épisode précédent a-t-il commencé ?,,date_dmy,,today,,[medic_previnf3] = '1',,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode précédent d'infection par le même agent pathogène a commencé.","Indiquez la date exacte au format JJ/MM/AAAA ou, si vous ne la connaissez pas, la date approximative à laquelle l'infection précédente par le même agent pathogène a commencé.",,,,,,1.0,,,,,,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_previnf3_enddate,date_dmy,Quand cet épisode précédent a-t-il pris fin ?,,date_dmy,,today,,[medic_previnf3] = '1',,"Il s'agit de la date exacte (ou approximative, si elle n'est pas connue) à laquelle l'épisode précédent d'infection par le même agent pathogène a pris fin.","Indiquez la date exacte au format JJ/MM/AAAA ou, si vous ne la connaissez pas, la date approximative à laquelle l'infection précédente par le même agent pathogène a pris fin.",,,,,,1.0,,,,,,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,medic_cpoxpast,radio,A-t-il déjà eu une ou plusieurs infections par la varicelle ?,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Il s'agit d'une infection antérieure par la varicelle. Cela n'inclut pas les antécédents de réactivation du virus varicelle-zona (VZV), c'est-à-dire le zona.",Indiquez « Oui » si cette affection existait avant l'admission pour la maladie actuelle et reste une affection médicale active.,SNOMED,"161423008, History of chickenpox (situation)","C0455469, H/O: chickenpox",,,,,,,1.0,1.0,,,,,,,,,
présentation,ANTÉCÉDENTS MÉDICAUX,drug14_antiviral,radio,Antiviral,"1, oui | 0, non | 99, inconnu",,,,,,,"Un agent antiviral désigne tout agent prescrit pour traiter ou prévenir les infections virales en interférant avec le cycle de réplication virale. Parmi les exemples d'inhibiteurs de la neuraminidase, on peut citer l'oseltamivir, la ribavirine, l'acyclovir et le lopinavir/ritonavir. Les préparations topiques ne sont pas incluses.",Indiquez « Oui » si le patient a pris un antiviral au cours des 14 jours précédant cette dernière admission/présentation.,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_antiviral_type,multi_list,Antiviral,,,,,drugs_Antiviral,[drug14_antiviral] = '1',,"Un agent antiviral désigne tout agent prescrit pour traiter ou prévenir les infections virales en interférant avec le cycle de réplication virale. Les inhibiteurs de la neuraminidase comprennent notamment l'oseltamivir, la ribavirine, l'acyclovir et le lopinavir/ritonavir. Les préparations topiques ne sont pas incluses.",Sélectionnez le ou les antiviraux prescrits ou pris par le patient au cours des 14 jours précédant cette dernière admission/présentation.,SNOMED,"788081006, Medicinal product acting as antiviral agent (product)|","C0003451, Antiviral agent",,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_antiviral_route,checkbox,Voie d'administration de l'antiviral,"1, Oral | 2, Inhalé | 3, IV | 4, Topique | 99, Inconnu",,,,,[drug14_antiviral] = '1',,"Il s'agit de la partie du corps par laquelle ou dans laquelle le médicament (médicament) est introduit, ou de la manière dont il est introduit. Par voie orale, on entend l'administration par la bouche. Par inhalation, on entend l'administration par voie respiratoire (insufflation dans les voies respiratoires). IV (intraveineux) désigne l'administration dans la circulation sanguine par injection dans une veine. Par voie topique, on entend l'administration par application de préparations médicamenteuses sur la surface du corps, en particulier la peau ou les muqueuses.",Indiquez la voie d'administration de l'agent antiviral.,SNOMED,"386359008, Administration of drug or medicament via oral route (procedure) | 243132000, Inhaled drug administration (procedure) | 386358000, Administration of drug or medicament via intravenous route (procedure) | 431695009, Administration of drug or medicament to skin via topical route (procedure)",,,,,,,,1.0,1.0,,,,,,,,,
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_antiviraldate,date_dmy,Date de début du traitement antiviral,,date_dmy,,today,,[drug14_antiviral] = '1',,Il s'agit de la date à laquelle le traitement a été commencé / la première dose a été administrée.,Entrez la date au format JJ/MM/AAAA.,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_antiviralday,number,Nombre de jours de prise d'antiviraux,,number,0.0,,,[drug14_antiviral] = '1',,Cela comprend tous les jours civils au cours desquels une dose a été reçue ou prescrite à la sortie de l'hôpital.,Entrez le nombre total de jours pendant lesquels une dose a été reçue ou prescrite à la sortie.,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_steroid,radio,Corticostéroïde,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Les corticostéroïdes (communément appelés « stéroïdes ») désignent tous les types de corticostéroïdes thérapeutiques, produits dans le cortex surrénal (la partie externe de la glande surrénale). Ils sont également fabriqués en laboratoire. Exemples : prednisolone, prednisone, méthylprednisolone, dexaméthasone, hydrocortisone, fluticasone, bétaméthasone. Les préparations topiques ne sont pas incluses, mais les préparations inhalées le sont.",Indiquez « Oui » si le patient a pris un « stéroïde » dans les 14 jours précédant cette dernière admission/présentation.,SNOMED,"788326005, Product containing adrenal cortex hormone (product)|","CL554601, Therapeutic corticosteroid",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_steroid_type,multi_list,Corticostéroïde,,,,,drugs_Steroids,[drug14_steroid]='1',,"Les corticostéroïdes (communément appelés « stéroïdes ») désignent tous les types de corticostéroïdes thérapeutiques, produits dans le cortex surrénal (la partie externe de la glande surrénale). Ils sont également fabriqués en laboratoire. Exemples : prednisolone, prednisone, méthylprednisolone, dexaméthasone, hydrocortisone, fluticasone, bétaméthasone. Les préparations topiques ne sont pas incluses, mais les préparations inhalées le sont.",Sélectionnez le ou les corticostéroïdes prescrits ou pris par le patient dans les 14 jours précédant cette dernière admission/présentation.,SNOMED,"788326005, Product containing adrenal cortex hormone (product)|","CL554601, Therapeutic corticosteroid",,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_steroid_route,checkbox,Voie d'administration des corticostéroïdes,"1, Oral | 2, Inhalé | 3, IV | 99, Inconnu",,,,,[drug14_steroid]='1',,"Il s'agit de la partie du corps par laquelle ou dans laquelle le médicament (médicament) est introduit, ou de la manière dont il est introduit. « Oral » désigne l'administration par voie buccale. « Inhalé » désigne l'administration par voie respiratoire (insufflation dans les voies respiratoires). « IV » (intraveineux) désigne l'administration dans la circulation sanguine par injection dans une veine. « Topique » désigne l'administration par application de préparations médicamenteuses sur la surface du corps, en particulier la peau ou les muqueuses.",Indiquez la voie d'administration du corticostéroïde.,SNOMED,"386359008, Administration of drug or medicament via oral route (procedure) | 243132000, Inhaled drug administration (procedure) | 386358000, Administration of drug or medicament via intravenous route (procedure) | 431695009, Administration of drug or medicament to skin via topical route (procedure)",,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_steroid_date,date_dmy,Date de début des corticostéroïdes,,date_dmy,,today,,[drug14_steroid]='1',,Il s'agit de la date à laquelle le traitement a été commencé / la première dose a été administrée.,Entrez la date au format JJ/MM/AAAA.,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_steroid_day,number,Nombre de jours de prise de corticostéroïdes,,number,0.0,,,[drug14_steroid]='1',,Cela comprend tous les jours civils au cours desquels une dose a été reçue ou prescrite à la sortie de l'hôpital.,Indiquez le nombre total de jours pendant lesquels une dose a été administrée ou prescrite à la sortie.,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_steroid_dose,number,Dose de corticostéroïdes,,number,0.0,,,[drug14_steroid]='1',,Il s'agit de la dose de corticostéroïde.,Indiquez la dose du corticostéroïde.,,,,,,,,,,,,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_immunusupp,radio,Agents immunosuppresseurs (autres que les corticostéroïdes),"1, Oui | 0, Non | 99, Inconnu",,,,,,,Il s'agit d'un patient connu pour avoir pris des médicaments prescrits ayant un effet immunosuppresseur (à l'exclusion des stéroïdes/corticostéroïdes). Les préparations topiques ne doivent pas être enregistrées.,Cochez « Oui » si le patient a pris un immunosuppresseur au cours des 14 jours précédant cette dernière admission/consultation.,SNOMED,"69431002, Medicinal product acting as immunosuppressant (product)|","CL942512, Immunosuppressant agent",,risk_factor_comor,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_immunusupp_type,multi_list,Agents immunosuppresseurs (autres que les corticostéroïdes),,,,,drugs_Immunosuppressants,[drug14_immunusupp]='1',,Il s'agit d'un patient connu pour avoir pris des médicaments prescrits ayant un effet immunosuppresseur (à l'exclusion des stéroïdes/corticostéroïdes). Les préparations topiques ne doivent pas être enregistrées.,Sélectionnez le ou les immunosuppresseurs prescrits ou pris par le patient au cours des 14 jours précédant cette dernière admission/consultation.,SNOMED,"69431002, Medicinal product acting as immunosuppressant (product)|","CL942512, Immunosuppressant agent",,risk_factor_comor,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_antibiotic,radio,Antibiotiques,"1, Oui | 0, Non | 99, Inconnu",,,,,,,Les antibiotiques désignent tout agent ciblant sélectivement les bactéries. Les préparations topiques ne doivent pas être enregistrées.,Indiquez « Oui » si le patient a pris un antibiotique au cours des 14 jours précédant cette dernière admission/présentation.,SNOMED,"346325008, Medicinal product acting as antibacterial agent (product)|","C0279516, Antibacterial",,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_antibiotic_type,multi_list,Antibiotiques,,,,,drugs_Antibiotics,[drug14_antibiotic]='1',,Les antibiotiques désignent tout agent ciblant sélectivement les bactéries. Les préparations topiques ne doivent pas être enregistrées.,Sélectionnez le ou les antibiotiques prescrits ou pris par le patient au cours des 14 jours précédant cette dernière admission/présentation.,SNOMED,"346325008, Medicinal product acting as antibacterial agent (product)|","C0279516, Antibacterial",,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_nsaid,radio,AINS,"1, Oui | 0, Non | 99, Inconnu",,,,,,,"Les anti-inflammatoires non stéroïdiens ou AINS désignent tout agent qui n'est pas un corticostéroïde et qui a des propriétés anti-inflammatoires, analgésiques, antipyrétiques et antiplaquettaires potentielles. La plupart des anti-inflammatoires non stéroïdiens (AINS) agissent en inhibant la conversion de l'acide arachidonique en précurseurs de la prostaglandine et du thromboxane par les enzymes cyclooxygénases. Les préparations topiques ne doivent pas être enregistrées.",Indiquez « Oui » si le patient a pris un AINS au cours des 14 jours précédant cette dernière admission/présentation.,,16403005 |Non-steroidal anti-inflammatory agent (product)|,"C0003211, Nonsteroidal Antiinflammatory Drug",,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENTS PRIS AVANT CETTE HOSPITALISATION,drug14_nsaid_type,multi_list,AINS,,,,,drugs_nsaids,[drug14_nsaid]='1',,"Les anti-inflammatoires non stéroïdiens ou AINS désignent tout agent qui n'est pas un corticostéroïde et qui possède des propriétés anti-inflammatoires, analgésiques, antipyrétiques et antiplaquettaires potentielles. La plupart des anti-inflammatoires non stéroïdiens (AINS) agissent en inhibant la conversion de l'acide arachidonique en précurseurs de la prostaglandine et du thromboxane par les enzymes cyclooxygénases. Les préparations topiques ne doivent pas être enregistrées.",Indiquez « Oui » si le patient a pris un AINS au cours des 14 jours précédant cette dernière admission/présentation.,,16403005 |Non-steroidal anti-inflammatory agent (product)|,"C0003211, Nonsteroidal Antiinflammatory Drug",,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_nsaid_dose,number,dose totale d'AINS mg/jour,,number,,,,[drug14_nsaid]='1',,,,,,,,,,,,1.0,,,,,,,,,,,
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_nsaid_dur,number,Durée d'utilisation des AINS,,number,,,,[drug14_nsaid]='1',,,,,,,,,,,,1.0,,,,,,,,,,,
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_analg,radio,Analgésiques/antipyrétiques (non AINS),"1, oui | 0, Non | 99, Inconnu",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_analg_type,checkbox,Sélectionnez des analgésiques/antipyrétiques (non AINS),"1, Paracétamol (Acétaminophène) | 2, métamizole (dipyrone) |  88, autre",,,,,[drug14_analg]='1',,,,,,,,,,,,1.0,,,,,,,,,,,
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_analg_type_oth,text,Préciser les autres analgésiques/antipyrétiques (non AINS),,,,,,[drug14_analg_type(88)]='1',,,,,,,,,,,,1.0,,,,,,,,,,,
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_opio,radio,Opioïdes,"1, oui | 0, Non | 99, Inconnu",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_dmard,radio,Médicaments antirhumatismaux modificateurs de la maladie (DMARD),"1, oui | 0, Non | 99, Inconnu",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
présentation,MÉDICAMENT AVANT CETTE ADMISSION / PRÉSENTATION,drug14_dmard_type,checkbox,Médicaments antirhumatismaux modificateurs de la maladie (DMARD),"1, méthotrexate | 2, sulfasalazine | 3, Hydroxychloroquine | 4, Léflunomide | 5, azathioprine | 6, inhibiteurs du TNF (par ex. adalimumab, infliximab, étanercept) | 7, inhibiteurs de l'IL-6 (par ex. tocilizumab) | 8, inhibiteurs des lymphocytes B (par exemple, rituximab) | 9, inhibiteurs de la co-stimulation des lymphocytes T (par exemple, abatacept) | 88, autre",,,,,[drug14_dmard]='1',,,,,,,,,,,,1.0,,,,,,,,,,,
